source_file,movieId,issue,severity,details
movies_processed.csv,52696,missing_ratings,drop,ratingCount == 0
movies_processed.csv,58209,missing_ratings,drop,ratingCount == 0
movies_processed.csv,69864,missing_ratings,drop,ratingCount == 0
movies_processed.csv,70312,missing_ratings,drop,ratingCount == 0
movies_processed.csv,71355,missing_ratings,drop,ratingCount == 0
movies_processed.csv,78719,missing_ratings,drop,ratingCount == 0
movies_processed.csv,78871,missing_ratings,drop,ratingCount == 0
movies_processed.csv,79363,missing_ratings,drop,ratingCount == 0
movies_processed.csv,79899,missing_ratings,drop,ratingCount == 0
movies_processed.csv,80052,missing_ratings,drop,ratingCount == 0
movies_processed.csv,80226,missing_ratings,drop,ratingCount == 0
movies_processed.csv,85140,missing_ratings,drop,ratingCount == 0
movies_processed.csv,85207,missing_ratings,drop,ratingCount == 0
movies_processed.csv,86673,missing_ratings,drop,ratingCount == 0
movies_processed.csv,87175,missing_ratings,drop,ratingCount == 0
movies_processed.csv,87466,missing_ratings,drop,ratingCount == 0
movies_processed.csv,87888,missing_ratings,drop,ratingCount == 0
movies_processed.csv,88185,missing_ratings,drop,ratingCount == 0
movies_processed.csv,88855,missing_ratings,drop,ratingCount == 0
movies_processed.csv,88897,missing_ratings,drop,ratingCount == 0
movies_processed.csv,89539,missing_ratings,drop,ratingCount == 0
movies_processed.csv,91161,missing_ratings,drop,ratingCount == 0
movies_processed.csv,92087,missing_ratings,drop,ratingCount == 0
movies_processed.csv,92847,missing_ratings,drop,ratingCount == 0
movies_processed.csv,95643,missing_ratings,drop,ratingCount == 0
movies_processed.csv,96823,missing_ratings,drop,ratingCount == 0
movies_processed.csv,98311,missing_ratings,drop,ratingCount == 0
movies_processed.csv,98313,missing_ratings,drop,ratingCount == 0
movies_processed.csv,98398,missing_ratings,drop,ratingCount == 0
movies_processed.csv,98452,missing_ratings,drop,ratingCount == 0
movies_processed.csv,99020,missing_ratings,drop,ratingCount == 0
movies_processed.csv,99022,missing_ratings,drop,ratingCount == 0
movies_processed.csv,99899,missing_ratings,drop,ratingCount == 0
movies_processed.csv,101176,missing_ratings,drop,ratingCount == 0
movies_processed.csv,101229,missing_ratings,drop,ratingCount == 0
movies_processed.csv,101237,missing_ratings,drop,ratingCount == 0
movies_processed.csv,102082,missing_ratings,drop,ratingCount == 0
movies_processed.csv,102135,missing_ratings,drop,ratingCount == 0
movies_processed.csv,102150,missing_ratings,drop,ratingCount == 0
movies_processed.csv,103968,missing_ratings,drop,ratingCount == 0
movies_processed.csv,103970,missing_ratings,drop,ratingCount == 0
movies_processed.csv,104026,missing_ratings,drop,ratingCount == 0
movies_processed.csv,104261,missing_ratings,drop,ratingCount == 0
movies_processed.csv,104656,missing_ratings,drop,ratingCount == 0
movies_processed.csv,105279,missing_ratings,drop,ratingCount == 0
movies_processed.csv,105589,missing_ratings,drop,ratingCount == 0
movies_processed.csv,105591,missing_ratings,drop,ratingCount == 0
movies_processed.csv,105796,missing_ratings,drop,ratingCount == 0
movies_processed.csv,106028,missing_ratings,drop,ratingCount == 0
movies_processed.csv,106037,missing_ratings,drop,ratingCount == 0
movies_processed.csv,106284,missing_ratings,drop,ratingCount == 0
movies_processed.csv,106419,missing_ratings,drop,ratingCount == 0
